S.No.,Date,Time,State/UnionTerritory,Cured,Deaths,Confirmed,ActiveCases,recoveryRate,MortalityRate
7429,17-10-2020,08:00 AM,Rajasthan,146185,1723,169289,21381,86.3523324,1.017786153
7430,17-10-2020,08:00 AM,Sikkim,3177,59,3531,295,89.97451147,1.670914755
7431,17-10-2020,08:00 AM,Tamil Nadu,627703,10529,679191,40959,92.41921639,1.550226667
7432,17-10-2020,08:00 AM,Telengana,196636,1265,220675,22774,89.10660474,0.573241192
7433,17-10-2020,08:00 AM,Tripura,26035,326,29327,2966,88.77484912,1.111603642
7434,17-10-2020,08:00 AM,Uttarakhand,50521,829,57042,5692,88.56807265,1.453315101
7435,17-10-2020,08:00 AM,Uttar Pradesh,408083,6589,449935,35263,90.69821196,1.464433752
7436,17-10-2020,08:00 AM,West Bengal,274757,5931,313188,32500,87.72909562,1.893750718
7437,18-10-2020,08:00 AM,Andaman and Nicobar Islands,3848,56,4083,179,94.24442812,1.371540534
7438,18-10-2020,08:00 AM,Andhra Pradesh,735638,6406,779146,37102,94.41593745,0.822182235
7439,18-10-2020,08:00 AM,Arunachal Pradesh,10315,30,13348,3003,77.27749476,0.224752772
7440,18-10-2020,08:00 AM,Assam,171084,865,200391,28442,85.3750917,0.431656112
7441,18-10-2020,08:00 AM,Bihar,191619,990,203457,10848,94.18157154,0.486589304
7442,18-10-2020,08:00 AM,Chandigarh,12460,207,13582,915,91.73906641,1.524075983
7443,18-10-2020,08:00 AM,Chhattisgarh,129883,1439,158502,27180,81.94407642,0.907874979
7444,18-10-2020,08:00 AM,Dadra and Nagar Haveli and Daman and Diu,3119,2,3180,59,98.08176101,0.062893082
7445,18-10-2020,08:00 AM,Delhi,298853,5981,327718,22884,91.1921225,1.825044703
7446,18-10-2020,08:00 AM,Goa,36035,538,40400,3827,89.19554455,1.331683168
7447,18-10-2020,08:00 AM,Gujarat,140282,3626,158473,14565,88.52107299,2.28808693
7448,18-10-2020,08:00 AM,Haryana,137176,1640,149081,10265,92.01440827,1.100073115
7449,18-10-2020,08:00 AM,Himachal Pradesh,15852,265,18797,2680,84.33260627,1.409799436
7450,18-10-2020,08:00 AM,Jammu and Kashmir,77288,1372,87364,8704,88.4666453,1.570440914
7451,18-10-2020,08:00 AM,Jharkhand,88559,832,95967,6576,92.28067982,0.866964686
7452,18-10-2020,08:00 AM,Karnataka,637481,10427,758574,110666,84.03675844,1.374552779
7453,18-10-2020,08:00 AM,Kerala,236989,1139,334228,96100,70.90638726,0.340785332
7454,18-10-2020,08:00 AM,Ladakh,4535,66,5534,933,81.94795808,1.192627394
7455,18-10-2020,08:00 AM,Madhya Pradesh,142707,2753,159158,13698,89.66373038,1.729727692
7456,18-10-2020,08:00 AM,Maharashtra,1358606,41965,1586321,185750,85.64508697,2.645429267
7457,18-10-2020,08:00 AM,Manipur,11443,111,15141,3587,75.57624992,0.733108777
7458,18-10-2020,08:00 AM,Meghalaya,6034,75,8404,2295,71.79914327,0.892432175
7459,18-10-2020,08:00 AM,Mizoram,2145,0,2253,108,95.20639148,0
7460,18-10-2020,08:00 AM,Nagaland,6141,27,7698,1530,79.77396726,0.350740452
7461,18-10-2020,08:00 AM,Odisha,244227,1121,266345,20997,91.69573298,0.42088269
7462,18-10-2020,08:00 AM,Puducherry,27984,574,32978,4420,84.85657105,1.740554309
7463,18-10-2020,08:00 AM,Punjab,116925,3999,127154,6230,91.95542413,3.145005269
7464,18-10-2020,08:00 AM,Rajasthan,148291,1735,171281,21255,86.57761223,1.012955319
7465,18-10-2020,08:00 AM,Sikkim,3233,59,3567,275,90.63638912,1.654051023
7466,18-10-2020,08:00 AM,Tamil Nadu,632708,10586,683486,40192,92.57073298,1.548824702
7467,18-10-2020,08:00 AM,Telengana,198790,1271,222111,22050,89.5002949,0.572236404
7468,18-10-2020,08:00 AM,Tripura,26222,329,29468,2917,88.98466133,1.116465318
7469,18-10-2020,08:00 AM,Uttarakhand,51186,924,57648,5538,88.79059117,1.602830974
7470,18-10-2020,08:00 AM,Uttar Pradesh,411611,6629,452660,34420,90.93160429,1.464454558
7471,18-10-2020,08:00 AM,West Bengal,277940,5992,317053,33121,87.66357675,1.889904842
7472,19-10-2020,08:00 AM,Andaman and Nicobar Islands,3868,56,4108,184,94.15774099,1.363193768
7473,19-10-2020,08:00 AM,Andhra Pradesh,740229,6429,783132,36474,94.52161321,0.820934402
7474,19-10-2020,08:00 AM,Arunachal Pradesh,10552,30,13406,2824,78.71102491,0.223780397
7475,19-10-2020,08:00 AM,Assam,171683,868,200709,28158,85.53826684,0.432466905
7476,19-10-2020,08:00 AM,Bihar,192783,996,204363,10584,94.33361225,0.487368066
7477,19-10-2020,08:00 AM,Chandigarh,12554,208,13646,884,91.99765499,1.524256192
7478,19-10-2020,08:00 AM,Chhattisgarh,132168,1478,160396,26750,82.40105738,0.921469363
7479,19-10-2020,08:00 AM,Dadra and Nagar Haveli and Daman and Diu,3127,2,3183,54,98.24065347,0.062833805
7480,19-10-2020,08:00 AM,Delhi,301716,6009,331017,23292,91.14818876,1.815314621
7481,19-10-2020,08:00 AM,Goa,36395,544,40587,3648,89.67156971,1.340330648
7482,19-10-2020,08:00 AM,Gujarat,141515,3635,159564,14414,88.6885513,2.278082776
7483,19-10-2020,08:00 AM,Haryana,138351,1640,150033,10042,92.21371298,1.093092853
7484,19-10-2020,08:00 AM,Himachal Pradesh,16069,268,18967,2630,84.72083092,1.41298044
7485,19-10-2020,08:00 AM,Jammu and Kashmir,77886,1379,87942,8677,88.56519069,1.568078961
7486,19-10-2020,08:00 AM,Jharkhand,89011,839,96352,6502,92.38106111,0.870765526
7487,19-10-2020,08:00 AM,Karnataka,645825,10478,765586,109283,84.3569501,1.368624818
7488,19-10-2020,08:00 AM,Kerala,245399,1161,341859,95299,71.7836886,0.3396137
7489,19-10-2020,08:00 AM,Ladakh,4615,66,5598,917,82.4401572,1.178992497
7490,19-10-2020,08:00 AM,Madhya Pradesh,144134,2773,160188,13281,89.97802582,1.731090968
7491,19-10-2020,08:00 AM,Maharashtra,1369810,42115,1595381,183456,85.86099496,2.639808297
7492,19-10-2020,08:00 AM,Manipur,11741,116,15463,3606,75.92963849,0.750177844
7493,19-10-2020,08:00 AM,Meghalaya,6282,75,8508,2151,73.83638928,0.881523272
7494,19-10-2020,08:00 AM,Mizoram,2148,0,2253,105,95.33954727,0
7495,19-10-2020,08:00 AM,Nagaland,6206,27,7816,1583,79.40122825,0.345445241
7496,19-10-2020,08:00 AM,Odisha,246837,1135,268364,20392,91.97843228,0.422933031
7497,19-10-2020,08:00 AM,Puducherry,28290,574,33141,4277,85.36254187,1.731993603
7498,19-10-2020,08:00 AM,Punjab,117883,4012,127630,5735,92.36308078,3.143461569
7499,19-10-2020,08:00 AM,Rajasthan,150379,1748,173266,21139,86.79083028,1.008853439
7500,19-10-2020,08:00 AM,Sikkim,3265,60,3597,272,90.77008618,1.668056714
7501,19-10-2020,08:00 AM,Tamil Nadu,637637,10642,687400,39121,92.76069246,1.548152459
7502,19-10-2020,08:00 AM,Telengana,200686,1275,223059,21098,89.96991827,0.571597649
7503,19-10-2020,08:00 AM,Tripura,26550,331,29553,2672,89.83859507,1.120021656
7504,19-10-2020,08:00 AM,Uttarakhand,51369,927,58024,5728,88.53060802,1.59761478
7505,19-10-2020,08:00 AM,Uttar Pradesh,415592,6658,455146,32896,91.30960175,1.462827313
7506,19-10-2020,08:00 AM,West Bengal,281053,6056,321036,33927,87.54563351,1.886392803
7507,20-10-2020,08:00 AM,Andaman and Nicobar Islands,3892,56,4126,178,94.3286476,1.357246728
7508,20-10-2020,08:00 AM,Andhra Pradesh,744532,6453,786050,35065,94.7181477,0.820940144
7509,20-10-2020,08:00 AM,Arunachal Pradesh,10780,30,13643,2833,79.01487943,0.219892985
7510,20-10-2020,08:00 AM,Assam,173213,875,201407,27319,86.00147959,0.434443689
7511,20-10-2020,08:00 AM,Bihar,194005,1003,205945,10937,94.20233558,0.487023234
7512,20-10-2020,08:00 AM,Chandigarh,12617,208,13686,861,92.18909835,1.519801257
7513,20-10-2020,08:00 AM,Chhattisgarh,135259,1534,162772,25979,83.09721574,0.94242253
7514,20-10-2020,08:00 AM,Dadra and Nagar Haveli and Daman and Diu,3140,2,3185,43,98.58712716,0.062794349
7515,20-10-2020,08:00 AM,Delhi,304561,6040,333171,22570,91.41281804,1.812882874
7516,20-10-2020,08:00 AM,Goa,36914,549,40746,3283,90.59539587,1.347371521
7517,20-10-2020,08:00 AM,Gujarat,142662,3643,160560,14255,88.85276532,2.268933732
7518,20-10-2020,08:00 AM,Haryana,139511,1648,151234,10075,92.2484362,1.089702051
7519,20-10-2020,08:00 AM,Himachal Pradesh,16270,272,19135,2593,85.02743663,1.421478965
7520,20-10-2020,08:00 AM,Jammu and Kashmir,78667,1388,88369,8314,89.02103679,1.570686553
7521,20-10-2020,08:00 AM,Jharkhand,89780,842,96842,6220,92.70770946,0.869457467
7522,20-10-2020,08:00 AM,Karnataka,653829,10542,770604,106233,84.84630238,1.368017815
7523,20-10-2020,08:00 AM,Kerala,252868,1182,346881,92831,72.89762195,0.340750863
7524,20-10-2020,08:00 AM,Ladakh,4701,66,5647,880,83.24774216,1.168762175
7525,20-10-2020,08:00 AM,Madhya Pradesh,145421,2786,161203,12996,90.20985962,1.728255678
7526,20-10-2020,08:00 AM,Maharashtra,1384879,42240,1601365,174246,86.48115826,2.63774967
7527,20-10-2020,08:00 AM,Manipur,11913,117,15778,3748,75.50386614,0.741538852
7528,20-10-2020,08:00 AM,Meghalaya,6392,75,8536,2069,74.88284911,0.878631678
7529,20-10-2020,08:00 AM,Mizoram,2151,0,2280,129,94.34210526,0
7530,20-10-2020,08:00 AM,Nagaland,6273,27,7953,1653,78.87589589,0.33949453
7531,20-10-2020,08:00 AM,Odisha,249575,1152,270346,19619,92.31688281,0.426120601
7532,20-10-2020,08:00 AM,Puducherry,28520,575,33247,4152,85.78217584,1.729479352
7533,20-10-2020,08:00 AM,Punjab,118767,4029,128103,5307,92.71211447,3.145125407
7534,20-10-2020,08:00 AM,Rajasthan,152573,1760,175226,20893,87.072124,1.004417153
7535,20-10-2020,08:00 AM,Sikkim,3276,62,3601,263,90.97472924,1.72174396
7536,20-10-2020,08:00 AM,Tamil Nadu,642152,10691,690936,38093,92.93943289,1.547321315
7537,20-10-2020,08:00 AM,Telengana,202577,1282,224545,20686,90.21666036,0.57093233
7538,20-10-2020,08:00 AM,Tripura,26748,331,29688,2609,90.09700889,1.114928591
7539,20-10-2020,08:00 AM,Uttarakhand,51900,933,58360,5527,88.9307745,1.598697738
7540,20-10-2020,08:00 AM,Uttar Pradesh,418685,6685,456865,31495,91.64304554,1.463233121
7541,20-10-2020,08:00 AM,West Bengal,284325,6119,325028,34584,87.4770789,1.882607037
7542,21-10-2020,08:00 AM,Andaman and Nicobar Islands,3902,56,4141,183,94.22844723,1.352330355
7543,21-10-2020,08:00 AM,Andhra Pradesh,749676,6481,789553,33396,94.94942075,0.820844199
7544,21-10-2020,08:00 AM,Arunachal Pradesh,11035,31,13778,2712,80.09145014,0.224996371
7545,21-10-2020,08:00 AM,Assam,174414,884,202073,26775,86.31237226,0.437465668
7546,21-10-2020,08:00 AM,Bihar,195046,1011,207405,11348,94.04112726,0.487452086
7547,21-10-2020,08:00 AM,Chandigarh,12724,209,13743,810,92.58531616,1.520774212
7548,21-10-2020,08:00 AM,Chhattisgarh,137986,1584,165279,25709,83.48671035,0.958379467
7549,21-10-2020,08:00 AM,Dadra and Nagar Haveli and Daman and Diu,3153,2,3194,39,98.71634314,0.062617408
7550,21-10-2020,08:00 AM,Delhi,306747,6081,336750,23922,91.09042316,1.805790646
7551,21-10-2020,08:00 AM,Goa,37275,555,41031,3201,90.84594575,1.352635812
7552,21-10-2020,08:00 AM,Gujarat,143790,3651,161686,14245,88.93163292,2.258080477
7553,21-10-2020,08:00 AM,Haryana,140436,1660,152174,10078,92.28646155,1.09085652
7554,21-10-2020,08:00 AM,Himachal Pradesh,16487,274,19357,2596,85.17332231,1.415508602
7555,21-10-2020,08:00 AM,Jammu and Kashmir,79437,1397,88958,8124,89.29719643,1.570404011
7556,21-10-2020,08:00 AM,Jharkhand,90385,849,97414,6180,92.78440471,0.871537972
7557,21-10-2020,08:00 AM,Karnataka,662329,10608,776901,103964,85.25268985,1.365424938
7558,21-10-2020,08:00 AM,Kerala,260243,1206,353472,92023,73.62478499,0.341186855
7559,21-10-2020,08:00 AM,Ladakh,4787,67,5695,841,84.05618964,1.176470588
7560,21-10-2020,08:00 AM,Madhya Pradesh,146860,2811,162178,12507,90.55482248,1.733280716
7561,21-10-2020,08:00 AM,Maharashtra,1392308,42453,1609516,174755,86.50476292,2.637625224
7562,21-10-2020,08:00 AM,Manipur,12059,121,16062,3882,75.07782343,0.753330843
7563,21-10-2020,08:00 AM,Meghalaya,6497,76,8593,2020,75.60805307,0.884440824
7564,21-10-2020,08:00 AM,Mizoram,2165,0,2310,145,93.72294372,0
7565,21-10-2020,08:00 AM,Nagaland,6334,28,8020,1658,78.97755611,0.349127182
7566,21-10-2020,08:00 AM,Odisha,252197,1168,272250,18885,92.63434343,0.429017447
7567,21-10-2020,08:00 AM,Puducherry,28774,577,33452,4101,86.01578381,1.7248595
7568,21-10-2020,08:00 AM,Punjab,119658,4037,128590,4895,93.05389222,3.139435415
7569,21-10-2020,08:00 AM,Rajasthan,155095,1774,177123,20254,87.56344461,1.001563885
7570,21-10-2020,08:00 AM,Sikkim,3326,63,3643,254,91.29838046,1.729343947
7571,21-10-2020,08:00 AM,Tamil Nadu,646555,10741,694030,36734,93.1595176,1.547627624
7572,21-10-2020,08:00 AM,Telengana,204388,1287,226124,20449,90.38757496,0.569156746
7573,21-10-2020,08:00 AM,Tripura,27013,332,29800,2455,90.64765101,1.11409396
7574,21-10-2020,08:00 AM,Uttarakhand,52291,946,58601,5364,89.23226566,1.614306923
7575,21-10-2020,08:00 AM,Uttar Pradesh,422024,6714,459154,30416,91.91338854,1.462254494
7576,21-10-2020,08:00 AM,West Bengal,287707,6180,329057,35170,87.43378807,1.878094069
7577,22-10-2020,08:00 AM,Andaman and Nicobar Islands,3913,56,4168,199,93.88195777,1.343570058
7578,22-10-2020,08:00 AM,Andhra Pradesh,754415,6508,793299,32376,95.09844334,0.820371638
7579,22-10-2020,08:00 AM,Arunachal Pradesh,11199,31,13912,2682,80.49884991,0.222829212
7580,22-10-2020,08:00 AM,Assam,176078,889,202774,25807,86.83460404,0.438419127
7581,22-10-2020,08:00 AM,Bihar,196240,1019,208377,11118,94.17546082,0.489017502
7582,22-10-2020,08:00 AM,Chandigarh,12842,209,13795,744,93.09169989,1.515041682
7583,22-10-2020,08:00 AM,Chhattisgarh,140216,1628,167639,25795,83.6416347,0.971134402
7584,22-10-2020,08:00 AM,Dadra and Nagar Haveli and Daman and Diu,3161,2,3207,44,98.56563767,0.06236358
7585,22-10-2020,08:00 AM,Delhi,310191,6128,340436,24117,91.11580444,1.800044649
7586,22-10-2020,08:00 AM,Goa,37683,557,41339,3099,91.15605119,1.347395922
7587,22-10-2020,08:00 AM,Gujarat,144970,3660,162823,14193,89.03533285,2.247839679
7588,22-10-2020,08:00 AM,Haryana,141506,1674,153367,10187,92.26626328,1.091499475
7589,22-10-2020,08:00 AM,Himachal Pradesh,16706,279,19621,2636,85.14346873,1.421945874
7590,22-10-2020,08:00 AM,Jammu and Kashmir,80092,1402,89582,8088,89.40635396,1.56504655
7591,22-10-2020,08:00 AM,Jharkhand,91004,851,98061,6206,92.80345907,0.867827169
7592,22-10-2020,08:00 AM,Karnataka,671618,10696,782773,100459,85.79984236,1.366424238
7593,22-10-2020,08:00 AM,Kerala,267082,1232,361841,93527,73.81197819,0.34048104
7594,22-10-2020,08:00 AM,Ladakh,4865,68,5781,848,84.15499049,1.176267082
7595,22-10-2020,08:00 AM,Madhya Pradesh,148082,2828,163296,12386,90.68317656,1.731824417
7596,22-10-2020,08:00 AM,Maharashtra,1415679,42633,1617658,159346,87.5141099,2.63547672
7597,22-10-2020,08:00 AM,Manipur,12297,124,16267,3846,75.5947624,0.762279461
7598,22-10-2020,08:00 AM,Meghalaya,6674,77,8621,1870,77.41561304,0.893167846
7599,22-10-2020,08:00 AM,Mizoram,2174,0,2341,167,92.86629645,0
7600,22-10-2020,08:00 AM,Nagaland,6428,28,8139,1683,78.9777614,0.344022607
7601,22-10-2020,08:00 AM,Odisha,254913,1181,274181,18087,92.97252545,0.43073736
7602,22-10-2020,08:00 AM,Puducherry,29016,580,33622,4026,86.30063649,1.725060972
7603,22-10-2020,08:00 AM,Punjab,120220,4060,129088,4808,93.13026772,3.145141299
7604,22-10-2020,08:00 AM,Rajasthan,157960,1788,178933,19185,88.27885298,0.999256705
7605,22-10-2020,08:00 AM,Sikkim,3361,63,3677,253,91.40603753,1.713353277
7606,22-10-2020,08:00 AM,Tamil Nadu,650856,10780,697116,35480,93.36408862,1.546371049
7607,22-10-2020,08:00 AM,Telengana,206105,1292,227580,20183,90.5637578,0.567712453
7608,22-10-2020,08:00 AM,Tripura,27252,334,29925,2339,91.06766917,1.116123642
7609,22-10-2020,08:00 AM,Uttarakhand,53061,960,59106,5085,89.77261192,1.624200589
7610,22-10-2020,08:00 AM,Uttar Pradesh,425356,6755,461475,29364,92.17314047,1.463784604
7611,22-10-2020,08:00 AM,West Bengal,291303,6244,333126,35579,87.44529097,1.874365856
7612,23-10-2020,08:00 AM,Andaman and Nicobar Islands,3937,57,4184,190,94.09655832,1.362332696
7613,23-10-2020,08:00 AM,Andhra Pradesh,758138,6524,796919,32257,95.13363341,0.818652837
7614,23-10-2020,08:00 AM,Arunachal Pradesh,11407,32,14077,2638,81.03289053,0.227321162
7615,23-10-2020,08:00 AM,Assam,177662,896,203282,24724,87.39681821,0.440767013
7616,23-10-2020,08:00 AM,Bihar,197208,1026,209447,11213,94.15651692,0.489861397
7617,23-10-2020,08:00 AM,Chandigarh,12924,212,13848,712,93.32755633,1.53090699
7618,23-10-2020,08:00 AM,Chhattisgarh,143212,1680,170130,25238,84.17798154,0.987480162
7619,23-10-2020,08:00 AM,Dadra and Nagar Haveli and Daman and Diu,3164,2,3213,47,98.47494553,0.062247121
7620,23-10-2020,08:00 AM,Delhi,312918,6163,344318,25237,90.88052324,1.789915137
7621,23-10-2020,08:00 AM,Goa,38031,564,41586,2991,91.45145001,1.356225653
7622,23-10-2020,08:00 AM,Gujarat,146171,3667,163959,14121,89.15094627,2.236534743
7623,23-10-2020,08:00 AM,Haryana,142798,1688,154495,10009,92.42888119,1.092591993
7624,23-10-2020,08:00 AM,Himachal Pradesh,16937,284,19844,2623,85.35073574,1.431163072
7625,23-10-2020,08:00 AM,Jammu and Kashmir,80802,1412,90166,7952,89.61471064,1.566000488
7626,23-10-2020,08:00 AM,Jharkhand,91629,859,98610,6122,92.92059629,0.871108407
7627,23-10-2020,08:00 AM,Karnataka,684835,10770,788551,92946,86.84726796,1.365796252
7628,23-10-2020,08:00 AM,Kerala,274675,1255,369323,93393,74.37256819,0.339810951
7629,23-10-2020,08:00 AM,Ladakh,4902,68,5812,842,84.34273916,1.169993118
7630,23-10-2020,08:00 AM,Madhya Pradesh,149353,2842,164341,12146,90.87993866,1.729331086
7631,23-10-2020,08:00 AM,Maharashtra,1431856,42831,1625197,150510,88.10353453,2.63543435
7632,23-10-2020,08:00 AM,Manipur,12393,127,16621,4101,74.5623007,0.764093617
7633,23-10-2020,08:00 AM,Meghalaya,6981,78,8720,1661,80.05733945,0.894495413
7634,23-10-2020,08:00 AM,Mizoram,2175,0,2359,184,92.20008478,0
7635,23-10-2020,08:00 AM,Nagaland,6469,28,8296,1799,77.97733848,0.337512054
7636,23-10-2020,08:00 AM,Odisha,257041,1196,276094,17857,93.09908944,0.433185799
7637,23-10-2020,08:00 AM,Puducherry,29211,582,33832,4039,86.34133365,1.720264838
7638,23-10-2020,08:00 AM,Punjab,121155,4072,129693,4466,93.41676112,3.139722267
7639,23-10-2020,08:00 AM,Rajasthan,160614,1800,180755,18341,88.85729302,0.995823075
7640,23-10-2020,08:00 AM,Sikkim,3410,63,3727,254,91.4944996,1.690367588
7641,23-10-2020,08:00 AM,Tamil Nadu,655170,10825,700193,34198,93.56991572,1.546002317
7642,23-10-2020,08:00 AM,Telengana,207326,1298,229001,20377,90.53497583,0.566809752
7643,23-10-2020,08:00 AM,Tripura,27502,339,30070,2229,91.45992684,1.127369471
7644,23-10-2020,08:00 AM,Uttarakhand,53643,968,59508,4897,90.14418229,1.626672044
7645,23-10-2020,08:00 AM,Uttar Pradesh,427937,6790,463858,29131,92.25603525,1.463810045
7646,23-10-2020,08:00 AM,West Bengal,294911,6308,337283,36064,87.43725595,1.870239532
7647,24-10-2020,08:00 AM,Andaman and Nicobar Islands,3945,58,4207,204,93.77228429,1.378654623
7648,24-10-2020,08:00 AM,Andhra Pradesh,762419,6544,800684,31721,95.22096108,0.817301207
7649,24-10-2020,08:00 AM,Arunachal Pradesh,11613,33,14145,2499,82.09968187,0.233297985
7650,24-10-2020,08:00 AM,Assam,179846,900,203709,22963,88.28574093,0.441806695
7651,24-10-2020,08:00 AM,Bihar,198532,1034,210196,10630,94.45089345,0.491921825
7652,24-10-2020,08:00 AM,Chandigarh,13009,214,13920,697,93.45545977,1.537356322
7653,24-10-2020,08:00 AM,Chhattisgarh,146222,1738,172580,24620,84.72708309,1.007069185
7654,24-10-2020,08:00 AM,Dadra and Nagar Haveli and Daman and Diu,3167,2,3220,51,98.35403727,0.062111801
7655,24-10-2020,08:00 AM,Delhi,316214,6189,348404,26001,90.76072605,1.776386035
7656,24-10-2020,08:00 AM,Goa,38421,568,41813,2824,91.88769043,1.358429197
7657,24-10-2020,08:00 AM,Gujarat,147435,3673,165071,13963,89.31611246,2.225103137
7658,24-10-2020,08:00 AM,Haryana,143978,1705,155765,10082,92.43283151,1.094597631
7659,24-10-2020,08:00 AM,Himachal Pradesh,17135,285,20040,2620,85.50399202,1.422155689
7660,24-10-2020,08:00 AM,Jammu and Kashmir,81486,1424,90752,7842,89.7897567,1.569111425
7661,24-10-2020,08:00 AM,Jharkhand,92128,862,99045,6055,93.01630572,0.870311475
7662,24-10-2020,08:00 AM,Karnataka,693584,10821,793907,89502,87.36338135,1.363005994
7663,24-10-2020,08:00 AM,Kerala,280793,1281,377834,95760,74.31649878,0.339037778
7664,24-10-2020,08:00 AM,Ladakh,4984,68,5840,788,85.34246575,1.164383562
7665,24-10-2020,08:00 AM,Madhya Pradesh,150678,2855,165294,11761,91.15757378,1.727225429
7666,24-10-2020,08:00 AM,Maharashtra,1445103,43015,1632544,144426,88.51847178,2.634844758
7667,24-10-2020,08:00 AM,Manipur,12562,132,16777,4083,74.87631877,0.786791441
7668,24-10-2020,08:00 AM,Meghalaya,7091,79,8801,1631,80.57038973,0.89762527
7669,24-10-2020,08:00 AM,Mizoram,2189,0,2387,198,91.70506912,0
7670,24-10-2020,08:00 AM,Nagaland,6570,28,8436,1838,77.88051209,0.331910858
7671,24-10-2020,08:00 AM,Odisha,259418,1214,277887,17255,93.3537733,0.436868223
7672,24-10-2020,08:00 AM,Puducherry,29427,584,33986,3975,86.58565292,1.718354617
7673,24-10-2020,08:00 AM,Punjab,121735,4095,130157,4327,93.52935301,3.146200358
7674,24-10-2020,08:00 AM,Rajasthan,162981,1814,182570,17775,89.27041683,0.993591499
7675,24-10-2020,08:00 AM,Sikkim,3465,63,3770,242,91.90981432,1.671087533
7676,24-10-2020,08:00 AM,Tamil Nadu,659432,10858,703250,32960,93.76921436,1.543974405
7677,24-10-2020,08:00 AM,Telengana,209034,1303,230274,19937,90.77620574,0.565847642
7678,24-10-2020,08:00 AM,Tripura,27740,340,30135,2055,92.05243073,1.128256181
7679,24-10-2020,08:00 AM,Uttarakhand,54161,979,59796,4656,90.57629273,1.63723326
7680,24-10-2020,08:00 AM,Uttar Pradesh,430962,6830,466060,28268,92.46920997,1.465476548
7681,24-10-2020,08:00 AM,West Bengal,298587,6368,341426,36471,87.45291806,1.865118649
7682,25-10-2020,08:00 AM,Andaman and Nicobar Islands,3968,58,4225,199,93.91715976,1.372781065
7683,25-10-2020,08:00 AM,Andhra Pradesh,765991,6566,804026,31469,95.26943159,0.816640258
7684,25-10-2020,08:00 AM,Arunachal Pradesh,11781,33,14211,2397,82.90056998,0.232214482
7685,25-10-2020,08:00 AM,Assam,182794,902,203967,20271,89.61939922,0.4422284
7686,25-10-2020,08:00 AM,Bihar,199757,1042,211258,10459,94.55594581,0.493235759
7687,25-10-2020,08:00 AM,Chandigarh,13087,216,13977,674,93.63239608,1.545396008
7688,25-10-2020,08:00 AM,Chhattisgarh,148899,1793,174591,23899,85.28446483,1.026971608
7689,25-10-2020,08:00 AM,Dadra and Nagar Haveli and Daman and Diu,3173,2,3225,50,98.3875969,0.062015504
7690,25-10-2020,08:00 AM,Delhi,319828,6225,352520,26467,90.72619993,1.765857256
7691,25-10-2020,08:00 AM,Goa,38769,570,42031,2692,92.23906164,1.356141895
7692,25-10-2020,08:00 AM,Gujarat,148448,3679,166092,13965,89.3769718,2.215037449
7693,25-10-2020,08:00 AM,Haryana,145196,1720,157064,10148,92.44384455,1.095094993
7694,25-10-2020,08:00 AM,Himachal Pradesh,17318,290,20213,2605,85.67753426,1.43472023
7695,25-10-2020,08:00 AM,Jammu and Kashmir,82219,1430,91329,7680,90.02507418,1.565767719
7696,25-10-2020,08:00 AM,Jharkhand,92598,864,99428,5966,93.13070765,0.868970511
7697,25-10-2020,08:00 AM,Karnataka,700737,10873,798378,86768,87.77007883,1.361886224
7698,25-10-2020,08:00 AM,Kerala,287261,1306,386087,97520,74.40317856,0.338265728
7699,25-10-2020,08:00 AM,Ladakh,5052,71,5913,790,85.43886352,1.200744123
7700,25-10-2020,08:00 AM,Madhya Pradesh,151946,2875,166298,11477,91.3697098,1.728824159
7701,25-10-2020,08:00 AM,Maharashtra,1455107,43152,1638961,140702,88.78228341,2.632887543
7702,25-10-2020,08:00 AM,Manipur,12719,138,17022,4165,74.72094936,0.810715545
7703,25-10-2020,08:00 AM,Meghalaya,7228,80,8882,1574,81.378068,0.900698041
7704,25-10-2020,08:00 AM,Mizoram,2198,0,2447,249,89.82427462,0
7705,25-10-2020,08:00 AM,Nagaland,6668,30,8515,1817,78.30886671,0.352319436
7706,25-10-2020,08:00 AM,Odisha,262031,1229,279582,16322,93.72241418,0.439584809
7707,25-10-2020,08:00 AM,Puducherry,29614,586,34112,3912,86.81402439,1.717870544
7708,25-10-2020,08:00 AM,Punjab,122256,4107,130640,4277,93.58236375,3.143753827
7709,25-10-2020,08:00 AM,Rajasthan,165496,1826,184422,17100,89.73766687,0.990120485
7710,25-10-2020,08:00 AM,Sikkim,3490,63,3819,266,91.38517937,1.649646504
7711,25-10-2020,08:00 AM,Tamil Nadu,663456,10893,706136,31787,93.95583854,1.542620685
7712,25-10-2020,08:00 AM,Telengana,210480,1307,231252,19465,91.0175912,0.565184301
7713,25-10-2020,08:00 AM,Tripura,27886,343,30221,1992,92.27358459,1.13497237
7714,25-10-2020,08:00 AM,Uttarakhand,54629,984,60155,4542,90.81373119,1.63577425
7715,25-10-2020,08:00 AM,Uttar Pradesh,433703,6854,468238,27681,92.6244773,1.463785511
7716,25-10-2020,08:00 AM,West Bengal,302340,6427,345574,36807,87.48922083,1.859804268
7717,26-10-2020,08:00 AM,Andaman and Nicobar Islands,3983,58,4245,204,93.82803298,1.36631331
7718,26-10-2020,08:00 AM,Andhra Pradesh,769576,6587,807023,30860,95.35985963,0.816209699
7719,26-10-2020,08:00 AM,Arunachal Pradesh,11951,33,14244,2260,83.90199382,0.231676495
7720,26-10-2020,08:00 AM,Assam,185755,906,204171,17510,90.98010981,0.443745684
